Label	x	y	claim	opposite_perspective	perspective	opposite_claim
0	0	0	States ought not possess nuclear weapons	The intention of a state not to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.	The intention of a state to develop nuclear weapons may incite military attacks by enemies and by other supporting countries.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Public acknowledgement of the right not to nuclear deterrence will benefit the public regulation of nuclear weapons generally	Public acknowledgement of the right to nuclear deterrence will benefit the public regulation of nuclear weapons generally	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	Countries with nuclear weapons don't have the ability to set their own agenda.	Countries with nuclear weapons have the ability to set their own agenda.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	States with nuclear weapons are not afforded more authority to set agendas at international levels.	States with nuclear weapons are afforded more authority to set agendas at international levels.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	All countries don't have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons	All countries have a right to defend themselves with nuclear weapons, even when they lack the capacity in conventional weapons	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	All states don't have a right to nuclear self-defense.	All states have a right to nuclear self-defense.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	 Not to use  nuclear weapons in defense of the nation is lawful for all countries.	To use  nuclear weapons in defense of the nation is lawful for all countries.	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	countries don't have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon	countries have to right to self defense with nuclear weapons, even when they lack capacity in conventional weapon	States ought possess nuclear weapons
1	0	0	States ought not possess nuclear weapons	all countries are entitled to self defense with nuclear weapons, even when they do have the capacity to carry conventional weapons	all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	Possessing nuclear weapons will not be counter to the peaceful interests of states	Possessing nuclear weapons will be counter to the peaceful interests of states	States ought possess nuclear weapons
0	0	0	States ought not possess nuclear weapons	There will not be less nuclear weapons	There will be less nuclear weapons	States ought possess nuclear weapons
0	0	0	Foreign workers should be given the right to vote in local elections where they work	Granting Foreign Workers Suffrage would not Protect Them from Human Exploitation	Granting Foreign Workers Suffrage would Protect Them from Human Exploitation	Foreign workers should not be given the right to vote in local elections where they work
0	0	0	We should ban the depiction of smoking in films	Tobacco companies may not use movies to circumvent bans on advertising cigarettes	Tobacco companies may use movies to circumvent bans on advertising cigarettes	We should not ban the depiction of smoking in films
0	0	0	We should ban the depiction of smoking in films	Smoking in movies is not often used as a way for tobacco companies to promote their products.	Smoking in movies is often used as a way for tobacco companies to promote their products.	We should not ban the depiction of smoking in films
0	0	0	We should ban the depiction of smoking in films	Advertising for cigarettes is not often times done simply by using smoking in films.	Advertising for cigarettes is often times done simply by using smoking in films.	We should not ban the depiction of smoking in films
