Label	x	y	claim	opposite_perspective
1	0	0	The federal minimum wage should be increased	Raising the minimum wage would help reduce the federal deficit. but it is not true.
1	0	0	The federal minimum wage should be increased	Increasing the minimum wage would reduce the federal deficit. but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would encourage companies to outsource jobs to countries where costs would be lower.  but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would force employers to find lower cost labor but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would hollow out companies through outsourcing to lower cost labor but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would disadvantage low-skilled workers.  but it is not true.
0	0	0	The federal minimum wage should be increased	Less educated workers will be at a disadvantage if the minimum wage is increased. but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage does not help unskilled workers. but it is not true.
1	0	0	The federal minimum wage should be increased	The minimum wage has not kept up with inflation. but it is not true.
1	0	0	The federal minimum wage should be increased	Minimum wage has not kept pace with increases in inflation. but it is not true.
1	0	0	The federal minimum wage should be increased	Inflation has increased at a faster pace than minimum wage. but it is not true.
1	0	0	The federal minimum wage should be increased	The cost of living has increased but minimum wage has stayed the same.  but it is not true.
1	0	0	The federal minimum wage should be increased	Minimum wage needs to evolved with increasingly more expensive cost of living.  but it is not true.
0	0	0	The federal minimum wage should be increased	Teenagers and young adults may be shut out of the workforce if the minimum wage is increased. but it is not true.
0	0	0	The federal minimum wage should be increased	Teenagers and young adults won't be able to find employment, if minimum wage is increased. but it is not true.
0	0	0	The federal minimum wage should be increased	Inexperienced and new workers will have a hard time finding employment. but it is not true.
0	0	0	The federal minimum wage should be increased	Raising minimum wage will increase the cost the living. but it is not true.
0	0	0	The federal minimum wage should be increased	Housing costs would only go up if the minimum wage is increased.  but it is not true.
0	0	0	The federal minimum wage should be increased	If the minimum wage is increased, all Americans will be harmed because housing prices will go up. but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would increase the price of consumer goods. but it is not true.
0	0	0	The federal minimum wage should be increased	Raising the minimum wage would increase housing costs.  but it is not true.
1	0	0	The federal minimum wage should be increased	Raising the minimum wage would lead to a healthier population and prevent premature deaths. but it is not true.
