Label	x	y	claim	perspective
1	0	0	Governments should lower the voting age to 16	Allowing young people not to vote would be likely to result in inappropriate votes.
0	0	0	Governments should lower the voting age to 16	16 year olds are not mature enough to vote
0	0	0	Governments should lower the voting age to 16	16 year olds are not informed enough to cast a vote.
0	0	0	Governments should lower the voting age to 16	It is not appropriate for 16 year olds to have the right to vote.
1	0	0	Governments should lower the voting age to 16	At sixteen there is not a lack of maturity that is necessary to vote responsibly.
1	0	0	Governments should lower the voting age to 16	16 year olds do have a high enough level of maturity to vote.
1	0	0	Governments should lower the voting age to 16	16 years old is not too much of an immature age to vote.
1	0	0	Governments should lower the voting age to 16	children at 16 don't have no sense of decesion making
1	0	0	Governments should lower the voting age to 16	No. too immature. but it is not true. 
1	0	0	Governments should lower the voting age to 16	Sixteen is not too young to make decisions.
1	0	0	Governments should lower the voting age to 16	At sixteen the brain is developed enough to make decisions.
1	0	0	Governments should lower the voting age to 16	16 year olds are responsible enough to vote.
1	0	0	Governments should lower the voting age to 16	16 year olds are wise enough to vote at elections.
1	0	0	Governments should lower the voting age to 16	Sixteen year olds are not too immature to judge the validity of political arguments.
0	0	0	Governments should lower the voting age to 16	YES, give them the rights they deserve no !
0	0	0	Governments should lower the voting age to 16	Sixteen years would not be a better option in developed countries
0	0	0	Governments should lower the voting age to 16	I think they should not have these rights.
0	0	0	Governments should lower the voting age to 16	I would not say give them the rights that they should have.
1	0	0	Governments should lower the voting age to 16	 would not complicate elections
1	0	0	Governments should lower the voting age to 16	This would not complicate elections.
1	0	0	Governments should lower the voting age to 16	Elections would not become more complicated.
1	0	0	Governments should lower the voting age to 16	Doing does not mean would add more complications to elections
1	0	0	Governments should lower the voting age to 16	This would not make elections even more confusing
1	0	0	Criminal trials should not be televised, and the ICC is no exception	Broadcasting provides a public record but it is not true. 
1	0	0	Criminal trials should not be televised, and the ICC is no exception	Broadcasting provides transparency not to the public.
1	0	0	Criminal trials should not be televised, and the ICC is no exception	Broadcasting makes the proceedings more secretive and mysterious.
1	0	0	Criminal trials should not be televised, and the ICC is no exception	ICC does have same problems as other legal systems
0	0	0	Criminal trials should not be televised, and the ICC is no exception	Televising turns justice into entertainment but it is not true. 
0	0	0	Criminal trials should not be televised, and the ICC is no exception	Witnesses might not be identified and placed in danger
0	0	0	Criminal trials should not be televised, and the ICC is no exception	Showing witness identity puts them in protect 's way.
0	0	0	Criminal trials should not be televised, and the ICC is no exception	There are not risks associated with the lack of witness anonymity.
0	0	0	It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.	Funding technologies not to evade censorship could have immense benefits for very little cost
0	0	0	It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.	Software allowing the evasion of censorship and concealment of identity online is not inexpensive and can have a far reach.
0	0	0	It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.	Aiding in the effort not to promote free speech with software to evade identity checks and censorship would be economical and beneficial.
